REF_DATE,GEO,DGUID,Coordinate,"Population and dwelling counts (3):Population, 2021[1]",Symbol,"Population and dwelling counts (3):Total private dwellings, 2021[2]",Symbol,"Population and dwelling counts (3):Private dwellings occupied by usual residents, 2021[3]",Symbol
2021,M2J,2021A0011M2J,913,61761,,25487,,24215,
2021,M2K,2021A0011M2K,914,25377,,12626,,11687,
2021,M2L,2021A0011M2L,915,11274,,4181,,3938,
2021,M2M,2021A0011M2M,916,31915,,13259,,12495,
2021,M2N,2021A0011M2N,917,75100,,36968,,34137,
2021,M2P,2021A0011M2P,918,7546,,3152,,2984,
2021,M2R,2021A0011M2R,919,40581,,16189,,15363,
2021,M3A,2021A0011M3A,920,34361,,13705,,13127,
2021,M3B,2021A0011M3B,921,12880,,5178,,4959,
2021,M3C,2021A0011M3C,922,39616,,17146,,16247,
2021,M3H,2021A0011M3H,923,38416,,15630,,14767,
2021,M3J,2021A0011M3J,924,26600,,10445,,9708,
2021,M3K,2021A0011M3K,925,7865,,3100,,2945,
2021,M3L,2021A0011M3L,926,19263,,6700,,6396,
2021,M3M,2021A0011M3M,927,24906,,9962,,9519,
2021,M3N,2021A0011M3N,928,40846,,14308,,13632,
2021,M4A,2021A0011M4A,929,14589,,6303,,6060,
2021,M4B,2021A0011M4B,930,18612,,8038,,7611,
2021,M4C,2021A0011M4C,931,46440,,20553,,19159,
2021,M4E,2021A0011M4E,932,25473,,11581,,10874,
2021,M4G,2021A0011M4G,933,19598,,8622,,8078,
2021,M4H,2021A0011M4H,934,18698,,6419,,6061,
2021,M4J,2021A0011M4J,935,35128,,15338,,14586,
2021,M4K,2021A0011M4K,936,30913,,15139,,14194,
2021,M4L,2021A0011M4L,937,32218,,14789,,13751,
2021,M4M,2021A0011M4M,938,25052,,12249,,11443,
2021,M4N,2021A0011M4N,939,16058,,6669,,6226,
2021,M4P,2021A0011M4P,940,25057,,16696,,13974,
2021,M4R,2021A0011M4R,941,11909,,5989,,5420,
2021,M4S,2021A0011M4S,942,30754,,17169,,15719,
2021,M4T,2021A0011M4T,943,10332,,5619,,5099,
2021,M4V,2021A0011M4V,944,19273,,11403,,10190,
2021,M4W,2021A0011M4W,945,15296,,9238,,8071,
2021,M4X,2021A0011M4X,946,19896,,11142,,9874,
2021,M4Y,2021A0011M4Y,947,36319,,26472,,22734,
2021,M5A,2021A0011M5A,948,48978,,30508,,27320,
2021,M5B,2021A0011M5B,949,17422,,13071,,10544,
2021,M5C,2021A0011M5C,950,3149,,2306,,1884,
2021,M5E,2021A0011M5E,951,11779,,8246,,7270,
2021,M5G,2021A0011M5G,952,9751,,7198,,5738,
2021,M5H,2021A0011M5H,953,3248,,2355,,1886,
2021,M5J,2021A0011M5J,954,16879,,11928,,10158,
2021,M5M,2021A0011M5M,955,25495,,9726,,9275,
2021,M5N,2021A0011M5N,956,16154,,6724,,6293,
2021,M5P,2021A0011M5P,957,19791,,10417,,9537,
2021,M5R,2021A0011M5R,958,26197,,16591,,13845,
2021,M5S,2021A0011M5S,959,17074,,10971,,9018,
2021,M5T,2021A0011M5T,960,17903,,10452,,9012,
2021,M5V,2021A0011M5V,961,59912,,42449,,37165,
2021,M6A,2021A0011M6A,962,22380,,9803,,9211,
2021,M6B,2021A0011M6B,963,28534,,11630,,10997,
2021,M6C,2021A0011M6C,964,23997,,11093,,10196,
2021,M6E,2021A0011M6E,965,37684,,16172,,14852,
2021,M6G,2021A0011M6G,966,30600,,14329,,13032,
2021,M6H,2021A0011M6H,967,43730,,21284,,19264,
2021,M6J,2021A0011M6J,968,32111,,17027,,15453,
2021,M6K,2021A0011M6K,969,42110,,25403,,22726,
2021,M6L,2021A0011M6L,970,20156,,7721,,7323,
2021,M6M,2021A0011M6M,971,42148,,16883,,15913,
2021,M6N,2021A0011M6N,972,40252,,16981,,15956,
2021,M6P,2021A0011M6P,973,39870,,20750,,19019,
2021,M6R,2021A0011M6R,974,19349,,9255,,8479,
2021,M6S,2021A0011M6S,975,34029,,15343,,14517,
2021,M7A,2021A0011M7A,976,5,,5,,3,
2021,M8V,2021A0011M8V,977,44144,,24434,,22829,
2021,M8W,2021A0011M8W,978,22381,,9994,,9402,
2021,M8X,2021A0011M8X,979,10624,,4814,,4580,
2021,M8Y,2021A0011M8Y,980,21986,,10533,,9984,
2021,M8Z,2021A0011M8Z,981,19312,,7784,,7461,
2021,M9A,2021A0011M9A,982,36642,,16604,,15708,
2021,M9B,2021A0011M9B,983,33236,,13246,,12698,
2021,M9C,2021A0011M9C,984,38725,,15834,,15315,
2021,M9L,2021A0011M9L,985,11737,,4082,,3772,
2021,M9M,2021A0011M9M,986,24245,,8500,,8165,
2021,M9N,2021A0011M9N,987,26059,,11272,,10463,
2021,M9P,2021A0011M9P,988,20645,,8199,,7901,
2021,M9R,2021A0011M9R,989,33783,,12898,,12417,
2021,M9V,2021A0011M9V,990,53878,,17463,,16653,
2021,M9W,2021A0011M9W,991,40977,,14820,,14169,
2021,N0A,2021A0011N0A,992,31957,,14737,,13054,
2021,N0B,2021A0011N0B,993,86919,,31269,,30135,
2021,N0C,2021A0011N0C,994,17537,,8191,,6657,
2021,N0E,2021A0011N0E,995,36557,,15375,,13742,
2021,N0G,2021A0011N0G,996,86935,,35896,,32741,
2021,N0H,2021A0011N0H,997,53674,,34400,,23288,
2021,N0J,2021A0011N0J,998,33457,,12005,,11515,
2021,N0K,2021A0011N0K,999,24817,,9419,,9059,
2021,N0L,2021A0011N0L,1000,49817,,19408,,18789,
2021,N0M,2021A0011N0M,1001,69177,,32011,,27634,
2021,N0N,2021A0011N0N,1002,42297,,18752,,16933,
2021,N0P,2021A0011N0P,1003,53140,,23162,,21267,
2021,N0R,2021A0011N0R,1004,50203,,19287,,18131,
2021,N1A,2021A0011N1A,1005,12614,,5563,,4997,
2021,N1C,2021A0011N1C,1006,3678,,1237,,1222,
2021,N1E,2021A0011N1E,1007,44799,,18055,,17506,
2021,N1G,2021A0011N1G,1008,29688,,12853,,11514,
2021,N1H,2021A0011N1H,1009,42178,,18802,,18048,
2021,N1K,2021A0011N1K,1010,10908,,3787,,3675,
2021,N1L,2021A0011N1L,1011,17474,,6722,,6177,
2021,N1M,2021A0011N1M,1012,18498,,7546,,7222,
2021,N1P,2021A0011N1P,1013,7991,,2526,,2506,
2021,N1R,2021A0011N1R,1014,42928,,18081,,17337,
2021,N1S,2021A0011N1S,1015,20171,,8187,,7918,
2021,N1T,2021A0011N1T,1016,18513,,5647,,5578,
2021,N2A,2021A0011N2A,1017,32454,,12178,,11833,
2021,N2B,2021A0011N2B,1018,16939,,7329,,7149,
2021,N2C,2021A0011N2C,1019,17681,,7494,,7284,
2021,N2E,2021A0011N2E,1020,40428,,14544,,14233,
2021,N2G,2021A0011N2G,1021,14580,,8284,,7802,
2021,N2H,2021A0011N2H,1022,22456,,11453,,10783,
2021,N2J,2021A0011N2J,1023,20899,,10672,,9476,
2021,N2K,2021A0011N2K,1024,29381,,10815,,10576,
2021,N2L,2021A0011N2L,1025,37953,,19681,,16193,
2021,N2M,2021A0011N2M,1026,36494,,16113,,15506,
2021,N2N,2021A0011N2N,1027,26596,,9145,,9014,
2021,N2P,2021A0011N2P,1028,25040,,8848,,8474,
2021,N2R,2021A0011N2R,1029,18445,,5835,,5678,
2021,N2T,2021A0011N2T,1030,20634,,7109,,6994,
2021,N2V,2021A0011N2V,1031,19428,,6360,,6261,
2021,N2Z,2021A0011N2Z,1032,12341,,6608,,5234,
2021,N3A,2021A0011N3A,1033,17045,,6395,,6293,
2021,N3B,2021A0011N3B,1034,13190,,4824,,4743,
2021,N3C,2021A0011N3C,1035,27518,,9657,,9458,
2021,N3E,2021A0011N3E,1036,2802,,839,,793,
2021,N3H,2021A0011N3H,1037,24306,,10220,,9755,
2021,N3L,2021A0011N3L,1038,17676,,6741,,6526,
2021,N3P,2021A0011N3P,1039,8542,,3209,,3173,
2021,N3R,2021A0011N3R,1040,35858,,15069,,14718,
2021,N3S,2021A0011N3S,1041,27527,,12070,,11497,
2021,N3T,2021A0011N3T,1042,37406,,14602,,13914,
2021,N3V,2021A0011N3V,1043,1562,,572,,566,
2021,N3W,2021A0011N3W,1044,15805,,5731,,5579,
2021,N3Y,2021A0011N3Y,1045,23402,,10382,,9922,
2021,N4B,2021A0011N4B,1046,8223,,3459,,3341,
2021,N4G,2021A0011N4G,1047,21519,,9509,,9207,
2021,N4K,2021A0011N4K,1048,28975,,13555,,12877,
2021,N4L,2021A0011N4L,1049,8337,,4293,,3716,
2021,N4N,2021A0011N4N,1050,10341,,4849,,4392,
2021,N4S,2021A0011N4S,1051,33055,,14516,,13973,
2021,N4T,2021A0011N4T,1052,15161,,5543,,5436,
2021,N4V,2021A0011N4V,1053,3477,,1360,,1312,
2021,N4W,2021A0011N4W,1054,13311,,5221,,5052,
2021,N4X,2021A0011N4X,1055,9946,,4195,,4066,
2021,N4Z,2021A0011N4Z,1056,2362,,911,,899,
2021,N5A,2021A0011N5A,1057,32898,,15203,,14548,
2021,N5C,2021A0011N5C,1058,15721,,6382,,6194,
2021,N5H,2021A0011N5H,1059,15625,,5763,,5523,
2021,N5L,2021A0011N5L,1060,3714,,2003,,1696,
2021,N5P,2021A0011N5P,1061,21081,,8962,,8651,
2021,N5R,2021A0011N5R,1062,30680,,12933,,12637,
2021,N5V,2021A0011N5V,1063,32961,,13236,,12636,
2021,N5W,2021A0011N5W,1064,24740,,12388,,11584,
2021,N5X,2021A0011N5X,1065,36963,,13738,,13209,
2021,N5Y,2021A0011N5Y,1066,35934,,16194,,15292,
2021,N5Z,2021A0011N5Z,1067,24067,,11008,,10538,
2021,N6A,2021A0011N6A,1068,13810,,9768,,7354,
2021,N6B,2021A0011N6B,1069,11101,,7181,,6483,
2021,N6C,2021A0011N6C,1070,30629,,14812,,14159,
2021,N6E,2021A0011N6E,1071,28140,,10366,,10108,
2021,N6G,2021A0011N6G,1072,50940,,20315,,18428,
2021,N6H,2021A0011N6H,1073,44215,,20694,,19241,
2021,N6J,2021A0011N6J,1074,27497,,13174,,12757,
2021,N6K,2021A0011N6K,1075,37596,,15303,,14939,
2021,N6L,2021A0011N6L,1076,5167,,1699,,1577,
2021,N6M,2021A0011N6M,1077,8542,,2822,,2742,
2021,N6N,2021A0011N6N,1078,728,,299,,284,
2021,N6P,2021A0011N6P,1079,10943,,4081,,3970,
2021,N7A,2021A0011N7A,1080,12495,,6687,,5678,
2021,N7G,2021A0011N7G,1081,19921,,8072,,7876,
2021,N7L,2021A0011N7L,1082,25127,,11583,,11183,
2021,N7M,2021A0011N7M,1083,25579,,11361,,10845,
2021,N7S,2021A0011N7S,1084,28410,,11643,,11283,
2021,N7T,2021A0011N7T,1085,26033,,13973,,12908,
2021,N7V,2021A0011N7V,1086,11611,,5713,,5515,
2021,N7W,2021A0011N7W,1087,2578,,1316,,1298,
2021,N7X,2021A0011N7X,1088,1129,,483,,465,
2021,N8A,2021A0011N8A,1089,12624,,5765,,5486,
2021,N8H,2021A0011N8H,1090,27530,,10486,,9868,
2021,N8M,2021A0011N8M,1091,11819,,4755,,4624,
2021,N8N,2021A0011N8N,1092,24534,,9580,,9405,
2021,N8P,2021A0011N8P,1093,14603,,5536,,5463,
2021,N8R,2021A0011N8R,1094,12733,,4455,,4388,
2021,N8S,2021A0011N8S,1095,22354,,10830,,10473,
2021,N8T,2021A0011N8T,1096,17935,,8046,,7766,
2021,N8W,2021A0011N8W,1097,24057,,10072,,9764,
2021,N8X,2021A0011N8X,1098,16457,,7796,,7303,
2021,N8Y,2021A0011N8Y,1099,19254,,9686,,9132,
2021,N9A,2021A0011N9A,1100,26107,,14264,,12567,
2021,N9B,2021A0011N9B,1101,19613,,8223,,7350,
2021,N9C,2021A0011N9C,1102,12538,,5838,,5347,
2021,N9E,2021A0011N9E,1103,21465,,7779,,7578,
2021,N9G,2021A0011N9G,1104,20712,,6728,,6606,
2021,N9H,2021A0011N9H,1105,13173,,4737,,4582,
2021,N9J,2021A0011N9J,1106,20089,,7389,,7262,
2021,N9K,2021A0011N9K,1107,2757,,862,,854,
2021,N9V,2021A0011N9V,1108,21688,,8790,,8505,
2021,N9Y,2021A0011N9Y,1109,15836,,6522,,6210,
2021,P0A,2021A0011P0A,1110,17822,,14748,,8200,
2021,P0B,2021A0011P0B,1111,9589,,8951,,4165,
2021,P0C,2021A0011P0C,1112,4824,,6930,,2210,
2021,P0E,2021A0011P0E,1113,3606,,3164,,1576,
2021,P0G,2021A0011P0G,1114,3553,,4048,,1687,
2021,P0H,2021A0011P0H,1115,31909,,17044,,13308,
2021,P0J,2021A0011P0J,1116,20179,,9704,,8729,
2021,P0K,2021A0011P0K,1117,11456,,6383,,5138,
2021,P0L,2021A0011P0L,1118,22859,,10591,,9157,
2021,P0M,2021A0011P0M,1119,49727,,24862,,21257,
2021,P0N,2021A0011P0N,1120,9435,,4472,,4002,
2021,P0P,2021A0011P0P,1121,20285,,12782,,8819,
2021,P0R,2021A0011P0R,1122,12976,,8224,,5784,
2021,P0S,2021A0011P0S,1123,10170,,6839,,4498,
2021,P0T,2021A0011P0T,1124,32000,,17869,,13593,
2021,P0V,2021A0011P0V,1125,22944,,9106,,7323,
2021,P0W,2021A0011P0W,1126,6454,,3903,,2536,
2021,P0X,2021A0011P0X,1127,8410,,7414,,3365,
2021,P0Y,2021A0011P0Y,1128,96,,226,,55,
2021,P1A,2021A0011P1A,1129,16959,,7785,,7432,
2021,P1B,2021A0011P1B,1130,33113,,16526,,15244,
2021,P1C,2021A0011P1C,1131,3371,,1197,,1174,
2021,P1H,2021A0011P1H,1132,18099,,10316,,7696,
2021,P1L,2021A0011P1L,1133,17984,,9535,,7521,
2021,P1P,2021A0011P1P,1134,11083,,6921,,4605,
2021,P2A,2021A0011P2A,1135,14695,,10034,,6469,
2021,P2B,2021A0011P2B,1136,9754,,4606,,4368,
2021,P2N,2021A0011P2N,1137,6944,,3943,,3407,
2021,P3A,2021A0011P3A,1138,24326,,10701,,10312,
2021,P3B,2021A0011P3B,1139,16434,,8194,,7582,
2021,P3C,2021A0011P3C,1140,17596,,10143,,8928,
2021,P3E,2021A0011P3E,1141,29132,,14139,,13204,
2021,P3G,2021A0011P3G,1142,4167,,1807,,1633,
2021,P3L,2021A0011P3L,1143,7996,,3288,,3177,
2021,P3N,2021A0011P3N,1144,7980,,3121,,3060,
2021,P3P,2021A0011P3P,1145,15408,,6009,,5852,
2021,P3Y,2021A0011P3Y,1146,7757,,3167,,2997,
2021,P4N,2021A0011P4N,1147,24098,,11932,,10984,
2021,P4P,2021A0011P4P,1148,3232,,1371,,1325,
2021,P4R,2021A0011P4R,1149,4795,,1820,,1758,
2021,P5A,2021A0011P5A,1150,11372,,6275,,5839,
2021,P5E,2021A0011P5E,1151,5427,,2704,,2415,
2021,P5N,2021A0011P5N,1152,8260,,4260,,3871,
2021,P6A,2021A0011P6A,1153,33800,,16498,,15008,
2021,P6B,2021A0011P6B,1154,22754,,11032,,10422,
2021,P6C,2021A0011P6C,1155,18766,,8926,,8467,
2021,P7A,2021A0011P7A,1156,28587,,14359,,13263,
2021,P7B,2021A0011P7B,1157,22675,,11110,,10336,
2021,P7C,2021A0011P7C,1158,21695,,10098,,9489,
2021,P7E,2021A0011P7E,1159,20897,,10401,,9927,
2021,P7G,2021A0011P7G,1160,13238,,5781,,5024,
2021,P7J,2021A0011P7J,1161,4859,,1877,,1795,
2021,P7K,2021A0011P7K,1162,6801,,2710,,2649,
2021,P7L,2021A0011P7L,1163,2188,,1163,,919,
2021,P8N,2021A0011P8N,1164,9619,,4597,,4244,
2021,P8T,2021A0011P8T,1165,5541,,2507,,2211,
2021,P9A,2021A0011P9A,1166,10079,,5176,,4410,
2021,P9N,2021A0011P9N,1167,14088,,7180,,6037,
2021,R0A,2021A0011R0A,1168,43242,,16437,,14371,
2021,R0B,2021A0011R0B,1169,42205,,12891,,10338,
2021,R0C,2021A0011R0C,1170,56940,,29544,,21984,
2021,R0E,2021A0011R0E,1171,39578,,27057,,16213,
2021,R0G,2021A0011R0G,1172,43710,,16500,,15475,
2021,R0H,2021A0011R0H,1173,17902,,5749,,5162,
2021,R0J,2021A0011R0J,1174,29050,,14933,,11518,
2021,R0K,2021A0011R0K,1175,28076,,12583,,10864,
2021,R0L,2021A0011R0L,1176,26272,,13160,,10896,
2021,R0M,2021A0011R0M,1177,19451,,9273,,7904,
2021,R1A,2021A0011R1A,1178,21473,,8807,,8447,
2021,R1B,2021A0011R1B,1179,280,,164,,161,
2021,R1C,2021A0011R1C,1180,3937,,1545,,1506,
2021,R1N,2021A0011R1N,1181,16641,,7388,,6817,
2021,R2C,2021A0011R2C,1182,32816,,12905,,12651,
2021,R2E,2021A0011R2E,1183,9511,,3418,,3379,
2021,R2G,2021A0011R2G,1184,33874,,15592,,15190,
2021,R2H,2021A0011R2H,1185,16136,,8250,,7779,
2021,R2J,2021A0011R2J,1186,26960,,10995,,10724,
2021,R2K,2021A0011R2K,1187,34345,,14077,,13738,
2021,R2L,2021A0011R2L,1188,15255,,6611,,6294,
2021,R2M,2021A0011R2M,1189,38978,,17676,,16954,
2021,R2N,2021A0011R2N,1190,31384,,12169,,11935,
2021,R2P,2021A0011R2P,1191,35218,,10878,,10566,
2021,R2R,2021A0011R2R,1192,25599,,7646,,7509,
2021,R2V,2021A0011R2V,1193,38204,,14848,,14443,
2021,R2W,2021A0011R2W,1194,29483,,12516,,11294,
2021,R2X,2021A0011R2X,1195,19674,,6993,,6726,
2021,R2Y,2021A0011R2Y,1196,19849,,8598,,8383,
2021,R3A,2021A0011R3A,1197,5156,,2276,,1927,
2021,R3B,2021A0011R3B,1198,12545,,7190,,6136,
2021,R3C,2021A0011R3C,1199,16798,,11402,,9586,
2021,R3E,2021A0011R3E,1200,19009,,7360,,6815,
2021,R3G,2021A0011R3G,1201,25200,,11243,,10540,
2021,R3H,2021A0011R3H,1202,116,,44,,42,
2021,R3J,2021A0011R3J,1203,28343,,13080,,12574,
2021,R3K,2021A0011R3K,1204,12431,,5421,,5328,
2021,R3L,2021A0011R3L,1205,20725,,12201,,11350,
2021,R3M,2021A0011R3M,1206,22203,,11041,,10470,
2021,R3N,2021A0011R3N,1207,16591,,7579,,7292,
2021,R3P,2021A0011R3P,1208,20616,,8840,,8476,
2021,R3R,2021A0011R3R,1209,25743,,10604,,10366,
2021,R3S,2021A0011R3S,1210,603,,194,,190,
2021,R3T,2021A0011R3T,1211,50190,,20702,,19534,
2021,R3V,2021A0011R3V,1212,6416,,2500,,2432,
2021,R3W,2021A0011R3W,1213,16173,,5857,,5682,
2021,R3X,2021A0011R3X,1214,22304,,7679,,7495,
2021,R3Y,2021A0011R3Y,1215,33116,,11151,,10648,
2021,R4A,2021A0011R4A,1216,5471,,1826,,1792,
2021,R4G,2021A0011R4G,1217,1658,,561,,552,
2021,R4H,2021A0011R4H,1218,3282,,964,,938,
2021,R4J,2021A0011R4J,1219,1049,,378,,369,
2021,R4K,2021A0011R4K,1220,960,,219,,213,
2021,R4L,2021A0011R4L,1221,1350,,493,,474,
2021,R5A,2021A0011R5A,1222,3854,,1366,,1345,
2021,R5G,2021A0011R5G,1223,25086,,9193,,8890,
2021,R5H,2021A0011R5H,1224,5033,,2007,,1943,
2021,R5J,2021A0011R5J,1225,1431,,509,,489,
2021,R5K,2021A0011R5K,1226,6071,,2137,,2078,
2021,R5L,2021A0011R5L,1227,2251,,841,,813,
2021,R5M,2021A0011R5M,1228,2296,,839,,804,
2021,R5N,2021A0011R5N,1229,5593,,1923,,1897,
2021,R5P,2021A0011R5P,1230,738,,284,,272,
2021,R5R,2021A0011R5R,1231,1310,,499,,486,
2021,R5T,2021A0011R5T,1232,865,,317,,308,
2021,R6M,2021A0011R6M,1233,11444,,4627,,4441,
2021,R6W,2021A0011R6W,1234,21551,,7191,,6991,
2021,R7A,2021A0011R7A,1235,30022,,13183,,12279,
2021,R7B,2021A0011R7B,1236,22321,,9324,,8975,
2021,R7C,2021A0011R7C,1237,2870,,1448,,1333,
2021,R7N,2021A0011R7N,1238,9956,,4762,,4436,
2021,R8A,2021A0011R8A,1239,5294,,2696,,2442,
2021,R8N,2021A0011R8N,1240,13294,,5557,,4790,
2021,R9A,2021A0011R9A,1241,6782,,2817,,2600,
2021,S0A,2021A0011S0A,1242,52751,,27603,,22737,
2021,S0C,2021A0011S0C,1243,21738,,11121,,8819,
2021,S0E,2021A0011S0E,1244,32382,,16177,,13364,
2021,S0G,2021A0011S0G,1245,65896,,33003,,26601,
2021,S0H,2021A0011S0H,1246,21972,,11473,,9203,
2021,S0J,2021A0011S0J,1247,50642,,25168,,17727,
2021,S0K,2021A0011S0K,1248,90185,,37514,,33684,
2021,S0L,2021A0011S0L,1249,30490,,14774,,12255,
2021,S0M,2021A0011S0M,1250,48250,,23520,,17385,
2021,S0N,2021A0011S0N,1251,21369,,10151,,8072,
2021,S0P,2021A0011S0P,1252,6464,,2104,,1791,
2021,S2V,2021A0011S2V,1253,863,,505,,355,
2021,S3N,2021A0011S3N,1254,18635,,8537,,7910,
2021,S4A,2021A0011S4A,1255,11958,,5770,,4986,
2021,S4H,2021A0011S4H,1256,11807,,5509,,5022,
2021,S4K,2021A0011S4K,1257,81,,49,,35,
2021,S4L,2021A0011S4L,1258,5643,,1884,,1851,
2021,S4N,2021A0011S4N,1259,30983,,12993,,12139,
2021,S4P,2021A0011S4P,1260,13501,,8233,,6906,
2021,S4R,2021A0011S4R,1261,34399,,14878,,13951,
2021,S4S,2021A0011S4S,1262,34562,,15091,,14290,
2021,S4T,2021A0011S4T,1263,31061,,15314,,13574,
2021,S4V,2021A0011S4V,1264,33781,,13228,,12723,
2021,S4W,2021A0011S4W,1265,14378,,5941,,5456,
2021,S4X,2021A0011S4X,1266,29118,,11444,,11146,
2021,S4Y,2021A0011S4Y,1267,5669,,2033,,1979,
2021,S4Z,2021A0011S4Z,1268,1340,,707,,653,
2021,S6H,2021A0011S6H,1269,27554,,13539,,12292,
2021,S6J,2021A0011S6J,1270,5847,,2546,,2377,
2021,S6K,2021A0011S6K,1271,1337,,483,,464,
2021,S6V,2021A0011S6V,1272,42147,,17131,,15800,
2021,S6W,2021A0011S6W,1273,288,,166,,144,
2021,S6X,2021A0011S6X,1274,2521,,778,,761,
2021,S7A,2021A0011S7A,1275,176,,44,,44,
2021,S7B,2021A0011S7B,1276,497,,217,,210,
2021,S7C,2021A0011S7C,1277,1137,,467,,391,
2021,S7H,2021A0011S7H,1278,36818,,17436,,16168,
2021,S7J,2021A0011S7J,1279,30833,,13436,,12825,
2021,S7K,2021A0011S7K,1280,39076,,18371,,17107,
2021,S7L,2021A0011S7L,1281,41123,,16917,,15434,
2021,S7M,2021A0011S7M,1282,31870,,14577,,13020,
2021,S7N,2021A0011S7N,1283,27385,,12398,,11380,
2021,S7P,2021A0011S7P,1284,178,,65,,62,
2021,S7R,2021A0011S7R,1285,8990,,2968,,2825,
2021,S7S,2021A0011S7S,1286,5730,,2338,,2234,
2021,S7T,2021A0011S7T,1287,17468,,6930,,6441,
2021,S7V,2021A0011S7V,1288,16575,,6471,,6125,
2021,S7W,2021A0011S7W,1289,19204,,7168,,6637,
2021,S9A,2021A0011S9A,1290,14926,,6750,,6073,
2021,S9H,2021A0011S9H,1291,18545,,8611,,7896,
2021,S9V,2021A0011S9V,1292,14463,,6099,,5406,
2021,S9X,2021A0011S9X,1293,7899,,3095,,2851,
2021,T0A,2021A0011T0A,1294,57940,,27641,,22165,
2021,T0B,2021A0011T0B,1295,63070,,28586,,24593,
2021,T0C,2021A0011T0C,1296,62815,,29839,,24008,
2021,T0E,2021A0011T0E,1297,40343,,21807,,16111,
2021,T0G,2021A0011T0G,1298,40682,,18790,,14991,
2021,T0H,2021A0011T0H,1299,81424,,32729,,28177,
2021,T0J,2021A0011T0J,1300,50752,,20564,,18211,
2021,T0K,2021A0011T0K,1301,59088,,21924,,19075,
2021,T0L,2021A0011T0L,1302,52040,,21062,,18865,
2021,T0M,2021A0011T0M,1303,66367,,29058,,26067,
2021,T0P,2021A0011T0P,1304,3085,,1470,,1123,
2021,T1A,2021A0011T1A,1305,24982,,12341,,11440,
2021,T1B,2021A0011T1B,1306,32996,,13781,,13286,
2021,T1C,2021A0011T1C,1307,9405,,4147,,3964,
2021,T1G,2021A0011T1G,1308,11028,,4101,,3963,
2021,T1H,2021A0011T1H,1309,27814,,12017,,11428,
2021,T1J,2021A0011T1J,1310,26220,,11692,,10738,
2021,T1K,2021A0011T1K,1311,47253,,20198,,19003,
2021,T1L,2021A0011T1L,1312,7360,,2875,,2571,
2021,T1M,2021A0011T1M,1313,10056,,3712,,3615,
2021,T1P,2021A0011T1P,1314,17037,,6817,,6507,
2021,T1R,2021A0011T1R,1315,17161,,6340,,5965,
2021,T1S,2021A0011T1S,1316,43512,,15604,,15110,
2021,T1V,2021A0011T1V,1317,15703,,6505,,6309,
2021,T1W,2021A0011T1W,1318,17063,,9845,,7235,
2021,T1X,2021A0011T1X,1319,25295,,8037,,7794,
2021,T1Y,2021A0011T1Y,1320,52860,,18409,,17210,
2021,T1Z,2021A0011T1Z,1321,2709,,822,,773,
2021,T2A,2021A0011T2A,1322,57761,,22555,,21008,
2021,T2B,2021A0011T2B,1323,22530,,9835,,9239,
2021,T2C,2021A0011T2C,1324,19865,,8525,,8229,
2021,T2E,2021A0011T2E,1325,36342,,19054,,17548,
2021,T2G,2021A0011T2G,1326,16594,,10983,,9419,
2021,T2H,2021A0011T2H,1327,9223,,4592,,4296,
2021,T2J,2021A0011T2J,1328,41906,,17613,,17103,
2021,T2K,2021A0011T2K,1329,34673,,15319,,14530,
2021,T2L,2021A0011T2L,1330,14353,,6689,,6142,
2021,T2M,2021A0011T2M,1331,20475,,9760,,8989,
2021,T2N,2021A0011T2N,1332,25807,,13130,,11865,
2021,T2P,2021A0011T2P,1333,14347,,9867,,8261,
2021,T2R,2021A0011T2R,1334,17743,,13181,,11615,
2021,T2S,2021A0011T2S,1335,14781,,8747,,7964,
2021,T2T,2021A0011T2T,1336,30791,,16539,,15129,
2021,T2V,2021A0011T2V,1337,32631,,15618,,14792,
2021,T2W,2021A0011T2W,1338,39827,,16823,,16324,
2021,T2X,2021A0011T2X,1339,54683,,19797,,19306,
2021,T2Y,2021A0011T2Y,1340,60196,,21448,,20946,
2021,T2Z,2021A0011T2Z,1341,69025,,25217,,24716,
2021,T3A,2021A0011T3A,1342,51236,,19432,,18800,
2021,T3B,2021A0011T3B,1343,38129,,17084,,15964,
2021,T3C,2021A0011T3C,1344,24145,,12822,,11668,
2021,T3E,2021A0011T3E,1345,42336,,19562,,18441,
2021,T3G,2021A0011T3G,1346,57196,,21032,,20582,
2021,T3H,2021A0011T3H,1347,72004,,26491,,25548,
2021,T3J,2021A0011T3J,1348,78834,,22350,,21113,
2021,T3K,2021A0011T3K,1349,79143,,27820,,27119,
2021,T3L,2021A0011T3L,1350,30024,,10546,,10278,
2021,T3M,2021A0011T3M,1351,56701,,20745,,19899,
2021,T3N,2021A0011T3N,1352,33539,,10566,,9982,
2021,T3P,2021A0011T3P,1353,27666,,8992,,8693,
2021,T3R,2021A0011T3R,1354,34957,,11849,,11443,
2021,T3S,2021A0011T3S,1355,288,,121,,117,
2021,T3Z,2021A0011T3Z,1356,10596,,3730,,3563,
2021,T4A,2021A0011T4A,1357,19940,,7439,,7190,
2021,T4B,2021A0011T4B,1358,58053,,21015,,20461,
2021,T4C,2021A0011T4C,1359,37325,,14724,,13967,
2021,T4E,2021A0011T4E,1360,5229,,2091,,1940,
2021,T4G,2021A0011T4G,1361,13368,,6073,,5126,
2021,T4H,2021A0011T4H,1362,11831,,5163,,4792,
2021,T4J,2021A0011T4J,1363,11390,,4758,,4464,
