csduid,name,fsa_count,population,households_renter,total_applications,landlord_filed,tenant_filed,coop_filed,total_applications_per_10k,landlord_filed_per_10k,tenant_filed_per_10k,total_applications_per_1k_renter,landlord_filed_per_1k_renter,tenant_filed_per_1k_renter
3556056,Moonbeam,0.0,1157,5,0.1,0.1,0.0,0.0,0.54,0.44,0.1,,,
3558054,Terrace Bay,0.0,1528,3,0.1,0.1,0.0,0.0,0.51,0.48,0.03,,,
3557073,Mississagi River 8,0.0,414,2,0.0,0.0,0.0,0.0,0.49,0.49,0.0,,,
3559019,Emo,0.01,1204,4,0.1,0.0,0.0,0.0,0.49,0.39,0.1,,,
3502044,Casselman,0.0,3960,9,0.2,0.2,0.0,0.0,0.47,0.41,0.06,,,
3507008,Prescott,0.0,4078,6,0.2,0.1,0.0,0.0,0.44,0.36,0.09,,,
3554020,Temiskaming Shores,0.02,9634,39,0.4,0.3,0.1,0.0,0.44,0.33,0.1,,,
3522021,Shelburne,0.01,8994,7,0.4,0.3,0.1,0.0,0.43,0.37,0.07,,,
3556048,Smooth Rock Falls,0.0,1200,4,0.0,0.0,0.0,0.0,0.41,0.33,0.08,,,
3547037,Pikwakanagan (Golden Lake 39),0.0,490,2,0.0,0.0,0.0,0.0,0.39,0.32,0.07,,,
3558044,Nipigon,0.0,1473,2,0.1,0.1,0.0,0.0,0.38,0.36,0.02,,,
3547096,Deep River,0.01,4175,18,0.2,0.1,0.0,0.0,0.37,0.31,0.07,,,
3559051,Big Grassy River 35G,0.0,251,1,0.0,0.0,0.0,0.0,0.37,0.3,0.07,,,
3560001,Ignace,0.0,1206,2,0.0,0.0,0.0,0.0,0.36,0.34,0.02,,,
3560069,Rat Portage 38A,0.0,171,0,0.0,0.0,0.0,0.0,0.36,0.22,0.15,,,
3558041,Red Rock,0.0,895,1,0.0,0.0,0.0,0.0,0.34,0.32,0.02,,,
3522014,Orangeville,0.02,30167,73,1.0,0.6,0.3,0.1,0.34,0.21,0.09,,,
3507033,Westport,0.0,634,2,0.0,0.0,0.0,0.0,0.34,0.3,0.04,,,
3560086,Summer Beaver,0.0,355,0,0.0,0.0,0.0,0.0,0.31,0.29,0.02,,,
3512002,Deseronto,0.0,1747,3,0.1,0.0,0.0,0.0,0.29,0.23,0.06,,,
3551041,Sucker Creek 23,0.0,373,2,0.0,0.0,0.0,0.0,0.29,0.22,0.06,,,
3560005,Whitefish Bay 33A,0.0,94,0,0.0,0.0,0.0,0.0,0.28,0.17,0.11,,,
3558059,Marathon,0.0,3138,3,0.1,0.1,0.0,0.0,0.26,0.24,0.01,,,
3559052,Big Island Mainland 93,0.0,5,0,0.0,0.0,0.0,0.0,0.25,0.2,0.05,,,
3556042,Cochrane,0.0,5390,10,0.1,0.1,0.0,0.0,0.24,0.2,0.05,,,
3560061,Wabaseemoong,0.0,815,1,0.0,0.0,0.0,0.0,0.24,0.15,0.1,,,
3559026,Manitou Rapids 11,0.0,300,0,0.0,0.0,0.0,0.0,0.23,0.18,0.05,,,
3559066,Seine River 23A,0.0,270,0,0.0,0.0,0.0,0.0,0.23,0.18,0.05,,,
3560093,Neskantaga,0.0,244,0,0.0,0.0,0.0,0.0,0.22,0.21,0.01,,,
3560049,Pickle Lake,0.0,398,1,0.0,0.0,0.0,0.0,0.2,0.15,0.05,,,
3558060,Pic Mobert North,0.0,138,0,0.0,0.0,0.0,0.0,0.19,0.14,0.04,,,
3552054,Duck Lake 76B,0.0,154,0,0.0,0.0,0.0,0.0,0.18,0.13,0.04,,,
3560075,Kitchenuhmaykoosib Aaki 84,0.0,1029,2,0.0,0.0,0.0,0.0,0.18,0.14,0.05,,,
3558051,Schreiber,0.0,1039,1,0.0,0.0,0.0,0.0,0.17,0.16,0.01,,,
3559068,Rainy Lake 17A,0.0,234,0,0.0,0.0,0.0,0.0,0.17,0.14,0.03,,,
3548072,Bear Island 1,0.0,244,0,0.0,0.0,0.0,0.0,0.16,0.1,0.06,,,
3549056,South River,0.0,1101,1,0.0,0.0,0.0,0.0,0.16,0.14,0.02,,,
3560084,Wabauskang 21,0.0,57,0,0.0,0.0,0.0,0.0,0.15,0.11,0.04,,,
3560068,Shoal Lake 39A,0.0,445,0,0.0,0.0,0.0,0.0,0.15,0.09,0.06,,,
3560104,Kee-Way-Win,0.0,409,1,0.0,0.0,0.0,0.0,0.14,0.11,0.04,,,
3557006,Hilton Beach,0.0,198,0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,,,
3560032,Ear Falls,0.0,924,1,0.0,0.0,0.0,0.0,0.13,0.1,0.03,,,
3549022,Burk's Falls,0.0,957,1,0.0,0.0,0.0,0.0,0.12,0.11,0.02,,,
3560095,Bearskin Lake,0.0,447,0,0.0,0.0,0.0,0.0,0.12,0.09,0.03,,,
3552092,Chapleau,0.0,1942,1,0.0,0.0,0.0,0.0,0.11,0.08,0.02,,,
3557021,Bruce Mines,0.0,582,1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,,,
3551026,Gore Bay,0.0,808,1,0.0,0.0,0.0,0.0,0.11,0.08,0.02,,,
3558063,Pays Plat 51,0.0,100,0,0.0,0.0,0.0,0.0,0.1,0.09,0.01,,,
3556095,Constance Lake 92,0.0,741,1,0.0,0.0,0.0,0.0,0.1,0.08,0.02,,,
3560021,Machin,0.0,1012,1,0.0,0.0,0.0,0.0,0.1,0.07,0.02,,,
3560058,English River 21,0.0,584,0,0.0,0.0,0.0,0.0,0.1,0.06,0.04,,,
3560056,Lac Seul 28,0.0,1022,1,0.0,0.0,0.0,0.0,0.1,0.08,0.03,,,
3560082,Shoal Lake (Part) 40,0.0,96,0,0.0,0.0,0.0,0.0,0.1,0.06,0.04,,,
3549048,Sundridge,0.0,938,1,0.0,0.0,0.0,0.0,0.09,0.08,0.01,,,
3560083,Whitefish Bay 34A,0.0,125,0,0.0,0.0,0.0,0.0,0.09,0.06,0.04,,,
3558085,Osnaburgh 63A,0.0,233,0,0.0,0.0,0.0,0.0,0.07,0.05,0.02,,,
3560055,Osnaburgh 63B,0.0,524,0,0.0,0.0,0.0,0.0,0.07,0.05,0.02,,,
3560004,Whitefish Bay 32A,0.0,610,0,0.0,0.0,0.0,0.0,0.07,0.04,0.03,,,
3560046,Slate Falls,0.0,299,0,0.0,0.0,0.0,0.0,0.07,0.05,0.02,,,
3558062,Pic River 50,0.0,372,0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,,,
3558076,Aroland,0.0,178,0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,,,
3554008,Cobalt,0.0,989,1,0.0,0.0,0.0,0.0,0.06,0.05,0.01,,,
3558097,Whitesand,0.0,297,0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,,,
3556076,Hearst,0.0,4794,2,0.0,0.0,0.0,0.0,0.05,0.04,0.01,,,
3554052,Englehart,0.0,1442,1,0.0,0.0,0.0,0.0,0.05,0.04,0.01,,,
3560042,Red Lake,0.0,4094,2,0.0,0.0,0.0,0.0,0.05,0.04,0.01,,,
3560064,Shoal Lake 34B2,0.0,81,0,0.0,0.0,0.0,0.0,0.05,0.03,0.02,,,
3556102,New Post 69A,0.0,128,0,0.0,0.0,0.0,0.0,0.04,0.03,0.01,,,
3560024,Eagle Lake 27,0.0,257,0,0.0,0.0,0.0,0.0,0.04,0.03,0.01,,,
3560096,Kasabonika Lake,0.0,1060,0,0.0,0.0,0.0,0.0,0.04,0.03,0.01,,,
3560078,Fort Severn 89,0.0,364,0,0.0,0.0,0.0,0.0,0.04,0.03,0.01,,,
3558061,Pic Mobert South,0.0,127,0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,,,
3558068,Long Lake 58,0.0,410,0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,,,
3560091,Peawanuck,0.0,247,0,0.0,0.0,0.0,0.0,0.03,0.03,0.01,,,
3548021,Mattawa,0.0,1881,0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,,,
3560059,Weagamow Lake 87,0.0,921,0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,,,
3560085,Wunnumin 1,0.0,587,0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,,,
3557028,Thessalon,0.0,1260,0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,,,
3560063,Sabaskong Bay 35D,0.0,383,0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,,,
3558064,Lake Helen 53A,0.0,240,0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,,,
3560080,North Spirit Lake,0.0,265,0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,,,
3560076,Sachigo Lake 1,0.0,608,0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,,,
3560088,Wapekeka 2,0.0,456,0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,,,
3556093,Fort Albany (Part) 67,0.0,775,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,,
3560054,Cat Lake 63C,0.0,651,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,,
3560071,Sandy Lake 88,0.0,2100,0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,
3559042,Rainy River,0.0,752,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,,
3559053,Saug-A-Gaw-Sing 1,0.0,136,0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,,,
3529020,Six Nations (Part) 40,0.4,,1047,35.2,30.9,4.3,0.0,,,,33.61,29.49,4.11
3501007,Akwesasne (Part) 59,0.12,,728,19.0,17.2,1.8,0.0,,,,26.15,23.68,2.47
3557075,Rankin Location 15D,0.04,,165,3.6,3.1,0.4,0.1,,,,22.08,18.86,2.67
3552058,Chapleau 75,0.0,0,0,0.0,0.0,0.0,0.0,,,,,,
3538004,Walpole Island 46,0.38,,601,13.0,11.5,1.5,0.0,,,,21.71,19.15,2.56
3558001,Neebing,0.0,2241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3558100,Lac des Mille Lacs 22A1,0.0,0,0,0.0,0.0,0.0,0.0,,,,,,
3558092,Red Rock 53,0.0,0,0,0.0,0.0,0.0,0.0,,,,,,
3558069,Rocky Bay 1,0.0,154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3558077,Lake Nipigon,0.0,0,0,0.0,0.0,0.0,0.0,,,,,,
3544071,Wahta Mohawk Territory,0.03,,54,1.5,1.1,0.4,0.0,,,,,,
3539017,Chippewas of the Thames First Nation 42,0.02,,51,0.7,0.5,0.2,0.0,,,,,,
3539021,Oneida 41,0.13,,113,2.8,2.7,0.1,0.0,,,,25.1,23.95,1.15
3556094,Factory Island 1,0.0,1376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3556096,Moose Factory 68,0.0,0,3,0.0,0.0,0.0,0.0,,,,,,
3556100,Flying Post 73,0.0,0,1,0.0,0.0,0.0,0.0,,,,,,
3560050,Fort Albany (Part) 67,0.0,,1,0.0,0.0,0.0,0.0,,,,,,
3560051,Attawapiskat 91A,0.0,1586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3559062,Agency 1,0.0,0,2,0.0,0.0,0.0,0.0,,,,,,
3528037,Six Nations (Part) 40,0.03,,46,0.7,0.7,0.1,0.0,,,,,,
3560077,Pikangikum 14,0.0,,0,0.0,0.0,0.0,0.0,,,,,,
3560067,Poplar Hill,0.0,663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3560070,Deer Lake,0.0,1087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3560098,Kingfisher Lake 1,0.0,511,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3560097,Muskrat Dam Lake,0.0,,0,0.0,0.0,0.0,0.0,,,,,,
3560081,Lansdowne House,0.0,0,0,0.0,0.0,0.0,0.0,,,,,,
3557077,Goulais Bay 15A,0.0,,0,0.0,0.0,0.0,0.0,,,,,,
3557092,Obadjiwan 15E,0.0,,0,0.0,0.0,0.0,0.0,,,,,,
3559046,Assabaska,0.0,0,0,0.0,0.0,0.0,0.0,,,,,,
3549093,Naiscoutaing 17A,0.01,0,2,0.0,0.0,0.0,0.0,,,,,,
